Case,Activity,Timestamp,Department,Resource,System
4240,New online application received,2017-05-26 12:49:07.435,Department4,Res1_in_Department4,System3
4241,New online application received,2017-05-26 12:53:44.343,Department4,Res3_in_Department4,System3
4242,New online application received,2017-05-26 13:15:00.354,Department4,Res3_in_Department4,System3
4243,New online application received,2017-05-26 13:33:42.805,Department4,Res3_in_Department4,System3
4244,New online application received,2017-05-26 13:37:43.211,Department4,Res1_in_Department4,System3
4245,New online application received,2017-05-26 13:55:00.855,Department4,Res1_in_Department4,System3
4246,New online application received,2017-05-26 14:11:56.440,Department4,Res0_in_Department4,System3
4247,New online application received,2017-05-26 14:14:58.721,Department4,Res1_in_Department4,System3
4248,New online application received,2017-05-26 14:21:10.759,Department4,Res1_in_Department4,System3
4249,New online application received,2017-05-26 14:22:50.445,Department4,Res2_in_Department4,System3
425,New online application received,2017-03-20 11:51:53.865,Department4,Res2_in_Department4,System3
4250,New online application received,2017-05-26 14:24:10.028,Department4,Res2_in_Department4,System3
4251,New online application received,2017-05-26 14:31:11.504,Department4,Res0_in_Department4,System3
4252,New online application received,2017-05-26 14:33:41.336,Department4,Res0_in_Department4,System3
4253,New online application received,2017-05-26 14:36:20.520,Department4,Res4_in_Department4,System3
4254,New online application received,2017-05-26 14:38:10.669,Department4,Res2_in_Department4,System3
4255,New online application received,2017-05-26 14:38:10.882,Department4,Res3_in_Department4,System3
4256,New online application received,2017-05-26 14:38:33.448,Department4,Res1_in_Department4,System3
4257,New online application received,2017-05-26 14:58:49.830,Department4,Res0_in_Department4,System3
4258,New online application received,2017-05-26 15:10:04.066,Department4,Res0_in_Department4,System3
4259,New online application received,2017-05-26 15:16:59.772,Department4,Res1_in_Department4,System3
426,New online application received,2017-03-20 11:58:20.365,Department4,Res2_in_Department4,System3
4260,New online application received,2017-05-26 15:22:12.040,Department4,Res2_in_Department4,System3
4261,New online application received,2017-05-26 15:23:50.738,Department4,Res3_in_Department4,System3
4262,New online application received,2017-05-26 15:28:20.602,Department4,Res2_in_Department4,System3
4263,New online application received,2017-05-26 15:39:27.563,Department4,Res4_in_Department4,System3
4264,New online application received,2017-05-26 15:40:43.798,Department4,Res4_in_Department4,System3
4265,New online application received,2017-05-26 15:45:52.637,Department4,Res0_in_Department4,System3
4266,New online application received,2017-05-26 15:54:31.079,Department4,Res4_in_Department4,System3
4267,New online application received,2017-05-26 16:08:54.083,Department4,Res0_in_Department4,System3
4268,New online application received,2017-05-26 16:09:06.802,Department4,Res2_in_Department4,System3
4269,New online application received,2017-05-26 16:14:03.456,Department4,Res4_in_Department4,System3
427,New online application received,2017-03-20 11:59:23.780,Department4,Res0_in_Department4,System3
4270,New online application received,2017-05-26 16:21:22.890,Department4,Res2_in_Department4,System3
4271,New online application received,2017-05-26 16:30:07.830,Department4,Res2_in_Department4,System3
4272,New online application received,2017-05-26 16:31:26.801,Department4,Res0_in_Department4,System3
4273,New online application received,2017-05-26 16:34:34.044,Department4,Res4_in_Department4,System3
4274,New online application received,2017-05-26 16:39:03.255,Department4,Res1_in_Department4,System3
4275,New online application received,2017-05-26 16:47:02.195,Department4,Res4_in_Department4,System3
4276,New online application received,2017-05-26 16:47:33.517,Department4,Res3_in_Department4,System3
4277,New online application received,2017-05-26 16:47:41.158,Department4,Res2_in_Department4,System3
4278,New online application received,2017-05-26 17:15:51.983,Department4,Res0_in_Department4,System3
4279,New online application received,2017-05-26 17:26:49.036,Department4,Res1_in_Department4,System3
428,New online application received,2017-03-20 12:02:36.035,Department4,Res1_in_Department4,System3
4280,New online application received,2017-05-26 17:30:47.640,Department4,Res3_in_Department4,System3
4281,New online application received,2017-05-26 17:32:37.673,Department4,Res4_in_Department4,System3
4282,New online application received,2017-05-26 17:41:25.045,Department4,Res0_in_Department4,System3
4283,New online application received,2017-05-26 17:41:57.493,Department4,Res2_in_Department4,System3
4284,New online application received,2017-05-26 17:48:03.710,Department4,Res1_in_Department4,System3
4285,New online application received,2017-05-26 17:53:52.835,Department4,Res2_in_Department4,System3
4286,New online application received,2017-05-26 17:58:36.864,Department4,Res4_in_Department4,System3
4287,New online application received,2017-05-26 18:06:51.749,Department4,Res0_in_Department4,System3
4288,New online application received,2017-05-26 18:11:04.756,Department4,Res0_in_Department4,System3
4289,New online application received,2017-05-26 18:12:13.798,Department4,Res0_in_Department4,System3
429,New online application received,2017-03-20 12:10:24.330,Department4,Res1_in_Department4,System3
4290,New online application received,2017-05-26 18:12:54.362,Department4,Res2_in_Department4,System3
4291,New online application received,2017-05-26 18:14:27.073,Department4,Res3_in_Department4,System3
4292,New online application received,2017-05-26 18:22:04.489,Department4,Res1_in_Department4,System3
4293,New online application received,2017-05-26 18:36:11.835,Department4,Res4_in_Department4,System3
4294,New online application received,2017-05-26 18:37:55.225,Department4,Res2_in_Department4,System3
4295,New online application received,2017-05-26 18:40:36.534,Department4,Res4_in_Department4,System3
4296,New online application received,2017-05-26 18:49:56.727,Department4,Res4_in_Department4,System3
4297,New online application received,2017-05-26 18:59:52.640,Department4,Res1_in_Department4,System3
4298,New online application received,2017-05-29 11:00:11.943,Department4,Res2_in_Department4,System3
4299,New online application received,2017-05-29 11:01:36.051,Department4,Res4_in_Department4,System3
43,New online application received,2017-03-13 15:00:32.069,Department4,Res1_in_Department4,System3
430,New online application received,2017-03-20 12:12:18.455,Department4,Res2_in_Department4,System3
4300,New online application received,2017-05-29 11:07:14.185,Department4,Res2_in_Department4,System3
4301,New online application received,2017-05-29 11:09:13.718,Department4,Res3_in_Department4,System3
4302,New online application received,2017-05-29 11:21:20.677,Department4,Res2_in_Department4,System3
4303,New online application received,2017-05-29 11:22:28.343,Department4,Res2_in_Department4,System3
4304,New online application received,2017-05-29 11:29:12.194,Department4,Res2_in_Department4,System3
4305,New online application received,2017-05-29 11:30:07.916,Department4,Res0_in_Department4,System3
4306,New online application received,2017-05-29 11:31:25.098,Department4,Res0_in_Department4,System3
4307,New online application received,2017-05-29 11:37:39.324,Department4,Res1_in_Department4,System3
4308,New online application received,2017-05-29 11:37:54.651,Department4,Res4_in_Department4,System3
4309,New online application received,2017-05-29 11:40:22.470,Department4,Res2_in_Department4,System3
431,New online application received,2017-03-20 12:16:46.440,Department4,Res4_in_Department4,System3
4310,New online application received,2017-05-29 11:46:16.333,Department4,Res0_in_Department4,System3
4311,New online application received,2017-05-29 11:50:02.504,Department4,Res1_in_Department4,System3
4312,New online application received,2017-05-29 12:01:22.691,Department4,Res0_in_Department4,System3
4313,New online application received,2017-05-29 12:16:03.700,Department4,Res0_in_Department4,System3
4314,New online application received,2017-05-29 12:18:33.631,Department4,Res1_in_Department4,System3
4315,New online application received,2017-05-29 12:31:04.524,Department4,Res4_in_Department4,System3
4316,New online application received,2017-05-29 12:31:28.580,Department4,Res1_in_Department4,System3
4317,New online application received,2017-05-29 12:33:42.496,Department4,Res4_in_Department4,System3
4318,New online application received,2017-05-29 12:35:19.312,Department4,Res2_in_Department4,System3
4319,New online application received,2017-05-29 12:37:26.443,Department4,Res1_in_Department4,System3
432,New online application received,2017-03-20 12:19:39.658,Department4,Res4_in_Department4,System3
4320,New online application received,2017-05-29 12:38:05.492,Department4,Res4_in_Department4,System3
4321,New online application received,2017-05-29 12:46:23.683,Department4,Res1_in_Department4,System3
4322,New online application received,2017-05-29 12:47:10.148,Department4,Res3_in_Department4,System3
4323,New online application received,2017-05-29 12:49:26.875,Department4,Res1_in_Department4,System3
4324,New online application received,2017-05-29 12:57:12.066,Department4,Res1_in_Department4,System3
4325,New online application received,2017-05-29 13:06:09.748,Department4,Res0_in_Department4,System3
4326,New online application received,2017-05-29 13:15:59.268,Department4,Res1_in_Department4,System3
4327,New online application received,2017-05-29 13:46:54.431,Department4,Res4_in_Department4,System3
4328,New online application received,2017-05-29 13:49:42.675,Department4,Res1_in_Department4,System3
4329,New online application received,2017-05-29 13:49:42.777,Department4,Res0_in_Department4,System3
433,New online application received,2017-03-20 12:21:13.943,Department4,Res1_in_Department4,System3
4330,New online application received,2017-05-29 13:54:44.479,Department4,Res3_in_Department4,System3
4331,New online application received,2017-05-29 13:58:44.598,Department4,Res0_in_Department4,System3
4332,New online application received,2017-05-29 14:05:35.239,Department4,Res3_in_Department4,System3
4333,New online application received,2017-05-29 14:08:27.552,Department4,Res3_in_Department4,System3
4334,New online application received,2017-05-29 14:10:48.293,Department4,Res1_in_Department4,System3
4335,New online application received,2017-05-29 14:27:11.976,Department4,Res2_in_Department4,System3
4336,New online application received,2017-05-29 14:33:47.197,Department4,Res3_in_Department4,System3
4337,New online application received,2017-05-29 14:43:18.492,Department4,Res3_in_Department4,System3
4338,New online application received,2017-05-29 14:51:59.867,Department4,Res4_in_Department4,System3
4339,New online application received,2017-05-29 15:05:37.120,Department4,Res2_in_Department4,System3
434,New online application received,2017-03-20 12:23:07.017,Department4,Res3_in_Department4,System3
4340,New online application received,2017-05-29 15:12:17.013,Department4,Res4_in_Department4,System3
4341,New online application received,2017-05-29 15:14:12.611,Department4,Res3_in_Department4,System3
4342,New online application received,2017-05-29 15:16:32.153,Department4,Res1_in_Department4,System3
4343,New online application received,2017-05-29 15:20:08.975,Department4,Res2_in_Department4,System3
4344,New online application received,2017-05-29 15:20:18.084,Department4,Res2_in_Department4,System3
4345,New online application received,2017-05-29 15:32:28.769,Department4,Res4_in_Department4,System3
4346,New online application received,2017-05-29 15:37:20.040,Department4,Res2_in_Department4,System3
4347,New online application received,2017-05-29 15:52:03.033,Department4,Res1_in_Department4,System3
4348,New online application received,2017-05-29 16:01:27.463,Department4,Res2_in_Department4,System3
4349,New online application received,2017-05-29 16:03:45.351,Department4,Res1_in_Department4,System3
435,New online application received,2017-03-20 12:33:23.287,Department4,Res4_in_Department4,System3
4350,New online application received,2017-05-29 16:04:56.467,Department4,Res2_in_Department4,System3
4351,New online application received,2017-05-29 16:14:14.274,Department4,Res0_in_Department4,System3
4352,New online application received,2017-05-29 16:16:53.153,Department4,Res0_in_Department4,System3
4353,New online application received,2017-05-29 16:20:24.088,Department4,Res4_in_Department4,System3
4354,New online application received,2017-05-29 16:28:14.602,Department4,Res2_in_Department4,System3
4355,New online application received,2017-05-29 16:28:53.954,Department4,Res2_in_Department4,System3
4356,New online application received,2017-05-29 16:28:54.954,Department4,Res0_in_Department4,System3
4357,New online application received,2017-05-29 16:57:37.238,Department4,Res3_in_Department4,System3
4358,New online application received,2017-05-29 16:59:45.607,Department4,Res3_in_Department4,System3
4359,New online application received,2017-05-29 17:05:45.293,Department4,Res3_in_Department4,System3
436,New online application received,2017-03-20 12:36:25.665,Department4,Res1_in_Department4,System3
4360,New online application received,2017-05-29 17:05:51.919,Department4,Res2_in_Department4,System3
4361,New online application received,2017-05-29 17:13:09.901,Department4,Res3_in_Department4,System3
4362,New online application received,2017-05-29 17:17:04.248,Department4,Res0_in_Department4,System3
4363,New online application received,2017-05-29 17:18:54.155,Department4,Res2_in_Department4,System3
4364,New online application received,2017-05-29 17:26:21.622,Department4,Res4_in_Department4,System3
4365,New online application received,2017-05-29 17:27:41.331,Department4,Res4_in_Department4,System3
4366,New online application received,2017-05-29 17:50:48.897,Department4,Res0_in_Department4,System3
4367,New online application received,2017-05-29 18:01:24.185,Department4,Res3_in_Department4,System3
4368,New online application received,2017-05-29 18:01:43.236,Department4,Res2_in_Department4,System3
4369,New online application received,2017-05-29 18:10:22.775,Department4,Res3_in_Department4,System3
437,New online application received,2017-03-20 12:39:42.798,Department4,Res3_in_Department4,System3
4370,New online application received,2017-05-29 18:37:16.251,Department4,Res2_in_Department4,System3
4371,New online application received,2017-05-29 18:41:02.049,Department4,Res4_in_Department4,System3
4372,New online application received,2017-05-29 18:42:11.254,Department4,Res1_in_Department4,System3
4373,New online application received,2017-05-29 18:44:47.761,Department4,Res4_in_Department4,System3
4374,New online application received,2017-05-29 18:51:58.318,Department4,Res0_in_Department4,System3
4375,New online application received,2017-05-29 18:55:44.752,Department4,Res2_in_Department4,System3
4376,New online application received,2017-05-29 18:59:51.209,Department4,Res0_in_Department4,System3
4377,New online application received,2017-05-30 11:05:16.125,Department4,Res2_in_Department4,System3
4378,New online application received,2017-05-30 11:12:37.815,Department4,Res0_in_Department4,System3
4379,New online application received,2017-05-30 11:26:39.057,Department4,Res0_in_Department4,System3
438,New online application received,2017-03-20 12:40:17.303,Department4,Res0_in_Department4,System3
4380,New online application received,2017-05-30 11:41:17.851,Department4,Res1_in_Department4,System3
4381,New online application received,2017-05-30 11:43:23.345,Department4,Res3_in_Department4,System3
4382,New online application received,2017-05-30 11:45:58.691,Department4,Res3_in_Department4,System3
4383,New online application received,2017-05-30 11:50:20.153,Department4,Res3_in_Department4,System3
4384,New online application received,2017-05-30 11:51:45.509,Department4,Res4_in_Department4,System3
4385,New online application received,2017-05-30 11:58:42.344,Department4,Res2_in_Department4,System3
4386,New online application received,2017-05-30 12:01:13.701,Department4,Res2_in_Department4,System3
4387,New online application received,2017-05-30 12:03:49.858,Department4,Res3_in_Department4,System3
4388,New online application received,2017-05-30 12:23:30.526,Department4,Res3_in_Department4,System3
4389,New online application received,2017-05-30 12:23:30.569,Department4,Res1_in_Department4,System3
439,New online application received,2017-03-20 12:41:54.493,Department4,Res0_in_Department4,System3
4390,New online application received,2017-05-30 12:24:34.330,Department4,Res4_in_Department4,System3
4391,New online application received,2017-05-30 12:41:31.593,Department4,Res0_in_Department4,System3
4392,New online application received,2017-05-30 12:44:53.565,Department4,Res2_in_Department4,System3
4393,New online application received,2017-05-30 12:54:40.250,Department4,Res1_in_Department4,System3
4394,New online application received,2017-05-30 12:59:04.524,Department4,Res4_in_Department4,System3
4395,New online application received,2017-05-30 13:08:48.280,Department4,Res3_in_Department4,System3
4396,New online application received,2017-05-30 13:23:09.821,Department4,Res4_in_Department4,System3
4397,New online application received,2017-05-30 13:32:15.796,Department4,Res0_in_Department4,System3
4398,New online application received,2017-05-30 13:36:35.882,Department4,Res1_in_Department4,System3
4399,New online application received,2017-05-30 13:46:08.164,Department4,Res2_in_Department4,System3
44,New online application received,2017-03-13 15:03:07.226,Department4,Res0_in_Department4,System3
440,New online application received,2017-03-20 12:43:37.023,Department4,Res0_in_Department4,System3
4400,New online application received,2017-05-30 13:52:52.918,Department4,Res4_in_Department4,System3
4401,New online application received,2017-05-30 14:08:34.907,Department4,Res1_in_Department4,System3
4402,New online application received,2017-05-30 14:09:05.450,Department4,Res0_in_Department4,System3
4403,New online application received,2017-05-30 14:10:07.006,Department4,Res1_in_Department4,System3
4404,New online application received,2017-05-30 14:14:35.120,Department4,Res3_in_Department4,System3
4405,New online application received,2017-05-30 14:18:57.258,Department4,Res2_in_Department4,System3
4406,New online application received,2017-05-30 14:36:32.915,Department4,Res4_in_Department4,System3
4407,New online application received,2017-05-30 14:39:02.209,Department4,Res2_in_Department4,System3
4408,New online application received,2017-05-30 14:42:30.250,Department4,Res3_in_Department4,System3
4409,New online application received,2017-05-30 14:47:52.468,Department4,Res4_in_Department4,System3
441,New online application received,2017-03-20 12:43:37.900,Department4,Res1_in_Department4,System3
4410,New online application received,2017-05-30 15:02:44.065,Department4,Res1_in_Department4,System3
4411,New online application received,2017-05-30 15:17:24.194,Department4,Res0_in_Department4,System3
4412,New online application received,2017-05-30 15:23:48.706,Department4,Res3_in_Department4,System3
4413,New online application received,2017-05-30 15:28:51.731,Department4,Res1_in_Department4,System3
4414,New online application received,2017-05-30 15:29:01.341,Department4,Res0_in_Department4,System3
4415,New online application received,2017-05-30 15:36:06.851,Department4,Res1_in_Department4,System3
4416,New online application received,2017-05-30 15:52:18.061,Department4,Res3_in_Department4,System3
4417,New online application received,2017-05-30 15:56:40.012,Department4,Res2_in_Department4,System3
4418,New online application received,2017-05-30 16:00:34.917,Department4,Res3_in_Department4,System3
4419,New online application received,2017-05-30 16:17:56.650,Department4,Res3_in_Department4,System3
442,New online application received,2017-03-20 12:49:09.469,Department4,Res4_in_Department4,System3
4420,New online application received,2017-05-30 16:19:18.415,Department4,Res0_in_Department4,System3
4421,New online application received,2017-05-30 16:39:02.544,Department4,Res4_in_Department4,System3
4422,New online application received,2017-05-30 16:52:25.808,Department4,Res2_in_Department4,System3
4423,New online application received,2017-05-30 16:54:04.091,Department4,Res3_in_Department4,System3
4424,New online application received,2017-05-30 16:59:02.912,Department4,Res0_in_Department4,System3
4425,New online application received,2017-05-30 17:00:11.496,Department4,Res0_in_Department4,System3
4426,New online application received,2017-05-30 17:15:12.627,Department4,Res2_in_Department4,System3
4427,New online application received,2017-05-30 17:20:10.068,Department4,Res1_in_Department4,System3
4428,New online application received,2017-05-30 17:23:34.562,Department4,Res4_in_Department4,System3
4429,New online application received,2017-05-30 17:33:49.719,Department4,Res0_in_Department4,System3
443,New online application received,2017-03-20 12:50:00.440,Department4,Res2_in_Department4,System3
4430,New online application received,2017-05-30 17:41:04.940,Department4,Res2_in_Department4,System3
4431,New online application received,2017-05-30 17:48:34.236,Department4,Res4_in_Department4,System3
4432,New online application received,2017-05-30 17:55:19.140,Department4,Res0_in_Department4,System3
4433,New online application received,2017-05-30 17:55:31.825,Department4,Res1_in_Department4,System3
4434,New online application received,2017-05-30 17:57:26.385,Department4,Res2_in_Department4,System3
4435,New online application received,2017-05-30 17:58:56.224,Department4,Res4_in_Department4,System3
4436,New online application received,2017-05-30 18:00:59.433,Department4,Res0_in_Department4,System3
4437,New online application received,2017-05-30 18:02:10.846,Department4,Res0_in_Department4,System3
4438,New online application received,2017-05-30 18:07:53.848,Department4,Res0_in_Department4,System3
4439,New online application received,2017-05-30 18:12:05.948,Department4,Res1_in_Department4,System3
444,New online application received,2017-03-20 12:51:49.651,Department4,Res4_in_Department4,System3
4440,New online application received,2017-05-30 18:12:12.583,Department4,Res0_in_Department4,System3
4441,New online application received,2017-05-30 18:19:07.660,Department4,Res0_in_Department4,System3
4442,New online application received,2017-05-30 18:28:06.495,Department4,Res4_in_Department4,System3
4443,New online application received,2017-05-30 18:29:51.027,Department4,Res1_in_Department4,System3
4444,New online application received,2017-05-30 18:32:48.051,Department4,Res1_in_Department4,System3
4445,New online application received,2017-05-30 18:33:36.012,Department4,Res4_in_Department4,System3
4446,New online application received,2017-05-30 18:45:16.271,Department4,Res0_in_Department4,System3
4447,New online application received,2017-05-30 18:55:40.049,Department4,Res0_in_Department4,System3
4448,New online application received,2017-05-30 18:57:10.142,Department4,Res3_in_Department4,System3
4449,New online application received,2017-05-30 18:58:10.429,Department4,Res2_in_Department4,System3
445,New online application received,2017-03-20 12:56:56.180,Department4,Res0_in_Department4,System3
4450,New online application received,2017-05-31 11:00:33.599,Department4,Res4_in_Department4,System3
4451,New online application received,2017-05-31 11:11:09.523,Department4,Res0_in_Department4,System3
4452,New online application received,2017-05-31 11:19:19.617,Department4,Res0_in_Department4,System3
4453,New online application received,2017-05-31 11:23:06.922,Department4,Res4_in_Department4,System3
4454,New online application received,2017-05-31 11:34:10.368,Department4,Res1_in_Department4,System3
4455,New online application received,2017-05-31 11:34:49.691,Department4,Res2_in_Department4,System3
4456,New online application received,2017-05-31 11:35:37.627,Department4,Res4_in_Department4,System3
4457,New online application received,2017-05-31 11:39:48.243,Department4,Res3_in_Department4,System3
4458,New online application received,2017-05-31 11:41:33.254,Department4,Res2_in_Department4,System3
4459,New online application received,2017-05-31 11:56:00.516,Department4,Res3_in_Department4,System3
446,New online application received,2017-03-20 13:04:49.196,Department4,Res1_in_Department4,System3
4460,New online application received,2017-05-31 11:57:53.739,Department4,Res1_in_Department4,System3
4461,New online application received,2017-05-31 12:03:27.648,Department4,Res2_in_Department4,System3
4462,New online application received,2017-05-31 12:29:22.436,Department4,Res2_in_Department4,System3
4463,New online application received,2017-05-31 12:32:36.940,Department4,Res2_in_Department4,System3
4464,New online application received,2017-05-31 12:33:38.522,Department4,Res0_in_Department4,System3
4465,New online application received,2017-05-31 12:35:57.341,Department4,Res0_in_Department4,System3
4466,New online application received,2017-05-31 12:39:59.131,Department4,Res0_in_Department4,System3
4467,New online application received,2017-05-31 12:49:40.875,Department4,Res3_in_Department4,System3
4468,New online application received,2017-05-31 12:57:28.685,Department4,Res4_in_Department4,System3
4469,New online application received,2017-05-31 13:04:49.983,Department4,Res3_in_Department4,System3
447,New online application received,2017-03-20 13:17:39.865,Department4,Res0_in_Department4,System3
4470,New online application received,2017-05-31 13:04:58.390,Department4,Res2_in_Department4,System3
4471,New online application received,2017-05-31 13:06:18.660,Department4,Res3_in_Department4,System3
4472,New online application received,2017-05-31 13:06:19.034,Department4,Res0_in_Department4,System3
4473,New online application received,2017-05-31 13:18:08.483,Department4,Res1_in_Department4,System3
4474,New online application received,2017-05-31 13:21:04.978,Department4,Res0_in_Department4,System3
4475,New online application received,2017-05-31 13:22:48.400,Department4,Res2_in_Department4,System3
4476,New online application received,2017-05-31 13:28:13.074,Department4,Res1_in_Department4,System3
4477,New online application received,2017-05-31 13:30:22.792,Department4,Res2_in_Department4,System3
4478,New online application received,2017-05-31 13:36:18.481,Department4,Res2_in_Department4,System3
4479,New online application received,2017-05-31 13:39:46.282,Department4,Res0_in_Department4,System3
448,New online application received,2017-03-20 13:23:15.029,Department4,Res2_in_Department4,System3
4480,New online application received,2017-05-31 13:44:00.161,Department4,Res0_in_Department4,System3
4481,New online application received,2017-05-31 13:57:09.275,Department4,Res1_in_Department4,System3
4482,New online application received,2017-05-31 14:10:20.439,Department4,Res1_in_Department4,System3
4483,New online application received,2017-05-31 14:11:50.325,Department4,Res1_in_Department4,System3
4484,New online application received,2017-05-31 14:15:29.707,Department4,Res1_in_Department4,System3
4485,New online application received,2017-05-31 14:21:10.379,Department4,Res3_in_Department4,System3
4486,New online application received,2017-05-31 14:39:04.860,Department4,Res1_in_Department4,System3
4487,New online application received,2017-05-31 14:42:14.143,Department4,Res4_in_Department4,System3
4488,New online application received,2017-05-31 14:42:50.017,Department4,Res4_in_Department4,System3
4489,New online application received,2017-05-31 14:49:39.057,Department4,Res4_in_Department4,System3
449,New online application received,2017-03-20 13:27:46.882,Department4,Res4_in_Department4,System3
4490,New online application received,2017-05-31 14:49:50.424,Department4,Res4_in_Department4,System3
4491,New online application received,2017-05-31 14:55:36.043,Department4,Res3_in_Department4,System3
4492,New online application received,2017-05-31 14:57:28.139,Department4,Res2_in_Department4,System3
4493,New online application received,2017-05-31 15:29:05.261,Department4,Res1_in_Department4,System3
4494,New online application received,2017-05-31 15:33:20.124,Department4,Res1_in_Department4,System3
4495,New online application received,2017-05-31 15:37:23.293,Department4,Res1_in_Department4,System3
4496,New online application received,2017-05-31 15:40:35.497,Department4,Res3_in_Department4,System3
4497,New online application received,2017-05-31 15:52:04.843,Department4,Res2_in_Department4,System3
4498,New online application received,2017-05-31 16:09:13.212,Department4,Res1_in_Department4,System3
4499,New online application received,2017-05-31 16:09:14.417,Department4,Res3_in_Department4,System3
45,New online application received,2017-03-13 15:11:42.349,Department4,Res4_in_Department4,System3
450,New online application received,2017-03-20 13:54:00.998,Department4,Res4_in_Department4,System3
4500,New online application received,2017-05-31 16:12:34.056,Department4,Res3_in_Department4,System3
4501,New online application received,2017-05-31 16:19:18.034,Department4,Res1_in_Department4,System3
4502,New online application received,2017-05-31 16:19:45.226,Department4,Res4_in_Department4,System3
4503,New online application received,2017-05-31 16:24:28.425,Department4,Res4_in_Department4,System3
4504,New online application received,2017-05-31 16:31:10.012,Department4,Res0_in_Department4,System3
4505,New online application received,2017-05-31 16:31:42.839,Department4,Res1_in_Department4,System3
4506,New online application received,2017-05-31 16:38:51.346,Department4,Res0_in_Department4,System3
4507,New online application received,2017-05-31 16:54:27.137,Department4,Res2_in_Department4,System3
4508,New online application received,2017-05-31 17:06:52.204,Department4,Res0_in_Department4,System3
4509,New online application received,2017-05-31 17:06:55.608,Department4,Res3_in_Department4,System3
451,New online application received,2017-03-20 13:56:44.180,Department4,Res3_in_Department4,System3
4510,New online application received,2017-05-31 17:10:02.892,Department4,Res0_in_Department4,System3
4511,New online application received,2017-05-31 17:12:42.803,Department4,Res2_in_Department4,System3
4512,New online application received,2017-05-31 17:14:57.927,Department4,Res1_in_Department4,System3
4513,New online application received,2017-05-31 17:17:36.732,Department4,Res4_in_Department4,System3
4514,New online application received,2017-05-31 17:20:47.687,Department4,Res3_in_Department4,System3
4515,New online application received,2017-05-31 17:23:51.379,Department4,Res1_in_Department4,System3
4516,New online application received,2017-05-31 17:30:32.241,Department4,Res0_in_Department4,System3
4517,New online application received,2017-05-31 17:33:11.083,Department4,Res2_in_Department4,System3
4518,New online application received,2017-05-31 17:41:01.981,Department4,Res0_in_Department4,System3
4519,New online application received,2017-05-31 17:41:50.551,Department4,Res0_in_Department4,System3
452,New online application received,2017-03-20 14:22:48.829,Department4,Res0_in_Department4,System3
4520,New online application received,2017-05-31 17:54:21.774,Department4,Res4_in_Department4,System3
4521,New online application received,2017-05-31 17:58:07.448,Department4,Res3_in_Department4,System3
4522,New online application received,2017-05-31 18:12:32.687,Department4,Res0_in_Department4,System3
4523,New online application received,2017-05-31 18:23:10.537,Department4,Res1_in_Department4,System3
4524,New online application received,2017-05-31 18:24:01.308,Department4,Res0_in_Department4,System3
4525,New online application received,2017-05-31 18:41:42.578,Department4,Res1_in_Department4,System3
4526,New online application received,2017-05-31 18:45:17.391,Department4,Res4_in_Department4,System3
4527,New online application received,2017-05-31 18:45:51.324,Department4,Res4_in_Department4,System3
4528,New online application received,2017-05-31 18:46:06.337,Department4,Res3_in_Department4,System3
4529,New online application received,2017-05-31 18:51:05.679,Department4,Res1_in_Department4,System3
453,New online application received,2017-03-20 14:28:40.924,Department4,Res3_in_Department4,System3
4530,New online application received,2017-06-01 11:01:19.943,Department4,Res4_in_Department4,System3
4531,New online application received,2017-06-01 11:02:24.779,Department4,Res1_in_Department4,System3
4532,New online application received,2017-06-01 11:08:38.976,Department4,Res3_in_Department4,System3
4533,New online application received,2017-06-01 11:14:45.427,Department4,Res1_in_Department4,System3
4534,New online application received,2017-06-01 11:22:31.223,Department4,Res4_in_Department4,System3
4535,New online application received,2017-06-01 11:26:44.860,Department4,Res1_in_Department4,System3
4536,New online application received,2017-06-01 11:28:43.526,Department4,Res4_in_Department4,System3
4537,New online application received,2017-06-01 11:29:57.352,Department4,Res0_in_Department4,System3
4538,New online application received,2017-06-01 11:37:40.734,Department4,Res2_in_Department4,System3
4539,New online application received,2017-06-01 11:51:08.018,Department4,Res4_in_Department4,System3
454,New online application received,2017-03-20 14:33:50.533,Department4,Res3_in_Department4,System3
4540,New online application received,2017-06-01 11:58:26.956,Department4,Res3_in_Department4,System3
4541,New online application received,2017-06-01 11:59:36.676,Department4,Res2_in_Department4,System3
4542,New online application received,2017-06-01 12:01:40.126,Department4,Res4_in_Department4,System3
4543,New online application received,2017-06-01 12:10:54.618,Department4,Res4_in_Department4,System3
4544,New online application received,2017-06-01 12:15:40.627,Department4,Res4_in_Department4,System3
4545,New online application received,2017-06-01 12:22:33.735,Department4,Res2_in_Department4,System3
4546,New online application received,2017-06-01 12:31:39.599,Department4,Res1_in_Department4,System3
4547,New online application received,2017-06-01 12:38:03.784,Department4,Res0_in_Department4,System3
4548,New online application received,2017-06-01 12:39:21.891,Department4,Res0_in_Department4,System3
4549,New online application received,2017-06-01 12:40:53.086,Department4,Res4_in_Department4,System3
455,New online application received,2017-03-20 14:35:20.049,Department4,Res4_in_Department4,System3
4550,New online application received,2017-06-01 12:43:27.280,Department4,Res1_in_Department4,System3
4551,New online application received,2017-06-01 12:43:37.119,Department4,Res1_in_Department4,System3
4552,New online application received,2017-06-01 12:46:57.673,Department4,Res4_in_Department4,System3
4553,New online application received,2017-06-01 13:00:44.897,Department4,Res3_in_Department4,System3
4554,New online application received,2017-06-01 13:08:27.892,Department4,Res3_in_Department4,System3
4555,New online application received,2017-06-01 13:09:20.271,Department4,Res0_in_Department4,System3
